id,label,name,source_url,extra/Type,extra/area,extra/Main-Task,software_id,framework_id,extra/Vendor,extra/release,hardware_id,runtime_id,extra/library
API:CUB_QUOTIENT_FLOOR,API,CUB_QUOTIENT_FLOOR,https://download.sourcefind.cn:65024/1/main/DTK-23.04.1/Document,,,,,,,,,,CUDA API 支持
API:CUB_ROUND_DOWN_NEAREST,API,CUB_ROUND_DOWN_NEAREST,https://download.sourcefind.cn:65024/1/main/DTK-23.04.1/Document,,,,,,,,,,CUDA API 支持
API:CUB_ROUND_UP_NEAREST,API,CUB_ROUND_UP_NEAREST,https://download.sourcefind.cn:65024/1/main/DTK-23.04.1/Document,,,,,,,,,,CUDA API 支持
API:CUB_STATIC_ASSERT,API,CUB_STATIC_ASSERT,https://download.sourcefind.cn:65024/1/main/DTK-23.04.1/Document,,,,,,,,,,CUDA API 支持
API:CUDA,API,CUDA,https://download.sourcefind.cn:65024/1/main/DTK-23.04.1/Document,,,,,,,,,,CUDA API 支持|Occupancy
API:CUDAversion,API,CUDAversion,https://download.sourcefind.cn:65024/1/main/DTK-23.04.1/Document,,,,,,,,,,CUDA API 支持
API:CUFFT_ALLOC_FAILED,API,CUFFT_ALLOC_FAILED,https://download.sourcefind.cn:65024/1/main/DTK-23.04.1/Document,,,,,,,,,,CUDA API 支持
API:CUFFT_C2C,API,CUFFT_C2C,https://download.sourcefind.cn:65024/1/main/DTK-23.04.1/Document,,,,,,,,,,CUDA API 支持
API:CUFFT_C2R,API,CUFFT_C2R,https://download.sourcefind.cn:65024/1/main/DTK-23.04.1/Document,,,,,,,,,,CUDA API 支持
API:CUFFT_CB_LD_COMPLEX,API,CUFFT_CB_LD_COMPLEX,https://download.sourcefind.cn:65024/1/main/DTK-23.04.1/Document,,,,,,,,,,CUDA API 支持
API:CUFFT_CB_LD_COMPLEX_DOUBLE,API,CUFFT_CB_LD_COMPLEX_DOUBLE,https://download.sourcefind.cn:65024/1/main/DTK-23.04.1/Document,,,,,,,,,,CUDA API 支持
API:CUFFT_CB_LD_REAL,API,CUFFT_CB_LD_REAL,https://download.sourcefind.cn:65024/1/main/DTK-23.04.1/Document,,,,,,,,,,CUDA API 支持
API:CUFFT_CB_LD_REAL_DOUBLE,API,CUFFT_CB_LD_REAL_DOUBLE,https://download.sourcefind.cn:65024/1/main/DTK-23.04.1/Document,,,,,,,,,,CUDA API 支持
API:CUFFT_CB_ST_COMPLEX,API,CUFFT_CB_ST_COMPLEX,https://download.sourcefind.cn:65024/1/main/DTK-23.04.1/Document,,,,,,,,,,CUDA API 支持
API:CUFFT_CB_ST_COMPLEX_DOUBLE,API,CUFFT_CB_ST_COMPLEX_DOUBLE,https://download.sourcefind.cn:65024/1/main/DTK-23.04.1/Document,,,,,,,,,,CUDA API 支持
API:CUFFT_CB_ST_REAL,API,CUFFT_CB_ST_REAL,https://download.sourcefind.cn:65024/1/main/DTK-23.04.1/Document,,,,,,,,,,CUDA API 支持
